created_at;suburb;time;status;location;area
Fri Feb 09 03:25:23 +0000 2024;Spearwood;11:25:00; WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 03:25:23 +0000 2024;Munster;11:25:00; WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 03:53:04 +0000 2024;Spearwood;11:53:00; WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 03:53:04 +0000 2024;Munster;11:53:00; WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 03:55:32 +0000 2024;Guildford;11:55:00; ADVICE;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;TOWN of BASSENDEAN and CITIES of BELMONT and SWAN
Fri Feb 09 03:55:32 +0000 2024;Belmont;11:55:00; ADVICE;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;TOWN of BASSENDEAN and CITIES of BELMONT and SWAN
Fri Feb 09 03:55:32 +0000 2024;Ascot;11:55:00; ADVICE;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;TOWN of BASSENDEAN and CITIES of BELMONT and SWAN
Fri Feb 09 03:55:32 +0000 2024;Perth Airport;11:55:00; ADVICE;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;TOWN of BASSENDEAN and CITIES of BELMONT and SWAN
Fri Feb 09 03:55:32 +0000 2024;Redcliffe;11:55:00; ADVICE;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;TOWN of BASSENDEAN and CITIES of BELMONT and SWAN
Fri Feb 09 03:55:32 +0000 2024;South Guildford;11:55:00; ADVICE;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;TOWN of BASSENDEAN and CITIES of BELMONT and SWAN
Fri Feb 09 03:55:32 +0000 2024;South Perth;11:55:00; ADVICE;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;TOWN of BASSENDEAN and CITIES of BELMONT and SWAN
Fri Feb 09 04:54:20 +0000 2024;Bullsbrook;12:54:00; ADVICE;BULLSBROOK;CITY OF SWAN
Fri Feb 09 05:21:38 +0000 2024;Spearwood;13:21:00; WATCH AND ACT;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 05:21:38 +0000 2024;Bibra Lake;13:21:00; WATCH AND ACT;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 05:21:38 +0000 2024;Munster;13:21:00; WATCH AND ACT;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 05:28:31 +0000 2024;Spearwood;13:28:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 05:28:31 +0000 2024;Bibra Lake;13:28:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 05:28:31 +0000 2024;Coogee;13:28:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 07:08:59 +0000 2024;Spearwood;15:08:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 07:08:59 +0000 2024;Bibra Lake;15:08:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 07:08:59 +0000 2024;Coogee;15:08:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 07:22:49 +0000 2024;Bullsbrook;15:22:00; ADVICE;BULLSBROOK;CITY OF SWAN
Fri Feb 09 07:39:41 +0000 2024;Guildford;15:39:00; BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN
Fri Feb 09 07:39:41 +0000 2024;Belmont;15:39:00; BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN
Fri Feb 09 07:39:41 +0000 2024;Ascot;15:39:00; BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN
Fri Feb 09 07:39:41 +0000 2024;Perth Airport;15:39:00; BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN
Fri Feb 09 07:39:41 +0000 2024;Redcliffe;15:39:00; BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN
Fri Feb 09 07:39:41 +0000 2024;South Guildford;15:39:00; BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN
Fri Feb 09 07:39:41 +0000 2024;South Perth;15:39:00; BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN
Fri Feb 09 07:54:54 +0000 2024;Stratton;15:54:00; BURNT;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Fri Feb 09 07:54:54 +0000 2024;Middle Swan;15:54:00; BURNT;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Fri Feb 09 07:54:54 +0000 2024;Midvale;15:54:00; BURNT;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Fri Feb 09 07:56:17 +0000 2024;Spearwood;15:56:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 07:56:17 +0000 2024;Bibra Lake;15:56:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 07:56:17 +0000 2024;Coogee;15:56:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 07:57:11 +0000 2024;Jarrahdale;15:57:00; ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 07:57:11 +0000 2024;Casuarina;15:57:00; ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 07:57:11 +0000 2024;Oldbury;15:57:00; ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 07:57:11 +0000 2024;Serpentine;15:57:00; ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 08:02:56 +0000 2024;Jarrahdale;16:02:00; BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 08:02:56 +0000 2024;Casuarina;16:02:00; BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 08:02:56 +0000 2024;Oldbury;16:02:00; BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 08:02:56 +0000 2024;Serpentine;16:02:00; BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE
Fri Feb 09 08:14:24 +0000 2024;Bullsbrook;16:14:00; ADVICE;BULLSBROOK;CITY OF SWAN
Fri Feb 09 09:10:28 +0000 2024;Spearwood;17:10:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 09:10:28 +0000 2024;Bibra Lake;17:10:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 09:10:28 +0000 2024;Coogee;17:10:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 11:00:04 +0000 2024;Spearwood;19:00:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 11:00:04 +0000 2024;Bibra Lake;19:00:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 11:00:04 +0000 2024;Coogee;19:00:00; WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 11:58:46 +0000 2024;Spearwood;19:58:00; ADVICE;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 11:58:46 +0000 2024;Bibra Lake;19:58:00; ADVICE;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 11:58:46 +0000 2024;Coogee;19:58:00; ADVICE;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN
Fri Feb 09 12:33:00 +0000 2024;Spearwood;20:32:00; ADVICE;SPEARWOOD, MUNSTER and LAKE COOGEE;CITY OF COCKBURN
Fri Feb 09 12:33:00 +0000 2024;Coogee;20:32:00; ADVICE;SPEARWOOD, MUNSTER and LAKE COOGEE;CITY OF COCKBURN
Fri Feb 09 12:33:00 +0000 2024;Munster;20:32:00; ADVICE;SPEARWOOD, MUNSTER and LAKE COOGEE;CITY OF COCKBURN
Fri Feb 23 01:50:43 +0000 2024;Eglinton;09:50:00; BURNT;EGLINTON and YANCHEP;CITY OF WANNEROO
Fri Feb 23 01:50:43 +0000 2024;Yanchep;09:50:00; BURNT;EGLINTON and YANCHEP;CITY OF WANNEROO
Fri Feb 23 01:50:43 +0000 2024;Wanneroo;09:50:00; BURNT;EGLINTON and YANCHEP;CITY OF WANNEROO
Fri Jan 05 03:00:23 +0000 2024;East Rockingham;11:00:00; ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Fri Jan 05 03:00:23 +0000 2024;Rockingham;11:00:00; ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Fri Jan 05 07:36:31 +0000 2024;East Rockingham;15:36:00; BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Fri Jan 05 07:36:31 +0000 2024;Rockingham;15:36:00; BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Fri Jan 12 14:23:09 +0000 2024;Jarrahdale;22:23:00; ADVICE;JARRAHDALE;SHIRE OF SERPENTINE-JARRAHDALE
Fri Jan 12 14:23:09 +0000 2024;Oakford;22:23:00; ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Fri Jan 12 14:23:09 +0000 2024;Serpentine;22:23:00; ADVICE;SERPENTINE;SHIRE OF SERPENTINE-JARRAHDALE
Fri Jan 19 02:34:48 +0000 2024;Hamersley;10:34:00; ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON
Fri Jan 19 07:22:11 +0000 2024;Hamersley;15:22:00; BURNT;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON
Fri Jan 19 07:44:44 +0000 2024;Yanchep;15:44:00; BURNT;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING
Fri Jan 19 07:44:44 +0000 2024;Wanneroo;15:44:00; BURNT;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING
Fri Jan 26 02:51:15 +0000 2024;Southern River;10:51:00; ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP
Fri Jan 26 07:39:04 +0000 2024;Southern River;15:39:00; ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP
Mon Dec 04 02:28:09 +0000 2023;Hamersley;10:28:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Mon Dec 04 02:36:11 +0000 2023;South Lake;10:36:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Mon Dec 04 02:53:17 +0000 2023;Wanneroo;10:53:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Mon Dec 04 02:53:17 +0000 2023;Mariginiup;10:53:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Mon Dec 04 06:51:46 +0000 2023;Wanneroo;14:51:00; BURNT;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Mon Dec 04 06:51:46 +0000 2023;Mariginiup;14:51:00; BURNT;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Mon Dec 04 07:29:54 +0000 2023;South Lake;15:29:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Mon Dec 04 07:39:49 +0000 2023;Hamersley;15:39:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Mon Dec 11 00:58:31 +0000 2023;South Lake;08:58:00; BURNT;Lake Muir Nature Reserve;Shire of Manjimup
Mon Dec 18 01:19:22 +0000 2023;Kalamunda;09:19:00; WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA
Mon Dec 18 01:19:22 +0000 2023;Kewdale;09:19:00; WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA
Mon Dec 18 01:19:22 +0000 2023;Wattle Grove;09:19:00; WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA
Mon Dec 18 01:19:22 +0000 2023;Belmont;09:19:00; WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA
Mon Dec 18 01:56:11 +0000 2023;Kalamunda;09:56:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 01:56:11 +0000 2023;Kewdale;09:56:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 01:56:11 +0000 2023;Welshpool;09:56:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 01:56:11 +0000 2023;Wattle Grove;09:56:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 01:56:11 +0000 2023;Belmont;09:56:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 02:46:53 +0000 2023;Kalamunda;10:46:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 02:46:53 +0000 2023;Kewdale;10:46:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 02:46:53 +0000 2023;Welshpool;10:46:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 02:46:53 +0000 2023;Wattle Grove;10:46:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 02:46:53 +0000 2023;Belmont;10:46:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 04:18:52 +0000 2023;Kalamunda;12:18:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 04:18:52 +0000 2023;Kewdale;12:18:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 04:18:52 +0000 2023;Welshpool;12:18:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 04:18:52 +0000 2023;Wattle Grove;12:18:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 04:18:52 +0000 2023;Belmont;12:18:00; WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 05:34:58 +0000 2023;Kalamunda;13:34:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 05:34:58 +0000 2023;Kewdale;13:34:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 05:34:58 +0000 2023;Welshpool;13:34:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 05:34:58 +0000 2023;Wattle Grove;13:34:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 05:34:58 +0000 2023;Belmont;13:34:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 07:46:30 +0000 2023;Kalamunda;15:46:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 07:46:30 +0000 2023;Kewdale;15:46:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 07:46:30 +0000 2023;Welshpool;15:46:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 07:46:30 +0000 2023;Wattle Grove;15:46:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 18 07:46:30 +0000 2023;Belmont;15:46:00; ADVICE;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA
Mon Dec 25 02:12:56 +0000 2023;Mundaring;10:12:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Mon Dec 25 02:12:56 +0000 2023;Parkerville;10:12:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Mon Dec 25 02:24:46 +0000 2023;The Spectacles;10:24:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Mon Dec 25 02:24:46 +0000 2023;Postans;10:24:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Mon Dec 25 02:33:09 +0000 2023;Jarrahdale;10:33:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Mon Dec 25 02:33:09 +0000 2023;Keysbrook;10:33:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Mon Dec 25 02:33:09 +0000 2023;Serpentine;10:33:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Mon Dec 25 02:59:08 +0000 2023;Gidgegannup;10:59:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 02:59:08 +0000 2023;Wooroloo;10:59:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 02:59:08 +0000 2023;Bailup;10:59:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 02:59:08 +0000 2023;Mundaring;10:59:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 06:53:51 +0000 2023;Mundaring;14:53:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Mon Dec 25 06:53:51 +0000 2023;Parkerville;14:53:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Mon Dec 25 07:02:09 +0000 2023;Gidgegannup;15:02:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 07:02:09 +0000 2023;Wooroloo;15:02:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 07:02:09 +0000 2023;Bailup;15:02:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 07:02:09 +0000 2023;Mundaring;15:02:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Mon Dec 25 07:12:56 +0000 2023;The Spectacles;15:12:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Mon Dec 25 07:12:56 +0000 2023;Postans;15:12:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Mon Dec 25 07:28:39 +0000 2023;Jarrahdale;15:28:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Mon Dec 25 07:28:39 +0000 2023;Keysbrook;15:28:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Mon Dec 25 07:28:39 +0000 2023;Serpentine;15:28:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Mon Dec 25 23:56:04 +0000 2023;The Spectacles;07:56:00; BURNT;POSTANS and THE SPECTACLES;CITY OF KWINANA
Mon Dec 25 23:56:04 +0000 2023;Postans;07:56:00; BURNT;POSTANS and THE SPECTACLES;CITY OF KWINANA
Mon Feb 05 02:28:36 +0000 2024;Swan View;10:28:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Mon Feb 05 02:28:36 +0000 2024;Stratton;10:28:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Mon Feb 05 02:28:36 +0000 2024;Midvale;10:28:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Mon Feb 05 03:36:34 +0000 2024;Swan View;11:36:00; BURNT;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Mon Feb 05 03:36:34 +0000 2024;Stratton;11:36:00; BURNT;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Mon Feb 05 03:36:34 +0000 2024;Midvale;11:36:00; BURNT;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Mon Feb 05 11:11:57 +0000 2024;Stratton;19:11:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:11:57 +0000 2024;Middle Swan;19:11:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:11:57 +0000 2024;Midvale;19:11:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:14:57 +0000 2024;Stratton;19:14:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:14:57 +0000 2024;Middle Swan;19:14:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:14:57 +0000 2024;Midvale;19:14:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:19:22 +0000 2024;Stratton;19:19:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:19:22 +0000 2024;Middle Swan;19:19:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 05 11:19:22 +0000 2024;Midvale;19:19:00; ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN
Mon Feb 12 02:24:38 +0000 2024;Bullsbrook;10:24:00; ADVICE;BULLSBROOK;CITY OF SWAN
Mon Feb 12 07:27:28 +0000 2024;Bullsbrook;15:27:00; BURNT;BULLSBROOK;CITY OF SWAN
Mon Feb 19 00:35:40 +0000 2024;Karrinyup;08:35:00; BURNT;GWELUP and KARRINYUP;CITY OF STIRLING
Mon Feb 19 00:35:40 +0000 2024;Gwelup;08:35:00; BURNT;GWELUP and KARRINYUP;CITY OF STIRLING
Mon Feb 19 00:35:40 +0000 2024;Stirling;08:35:00; BURNT;GWELUP and KARRINYUP;CITY OF STIRLING
Mon Jan 01 06:10:11 +0000 2024;Jarrahdale;14:10:00; WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:10:11 +0000 2024;Darling Downs;14:10:00; WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:10:11 +0000 2024;Serpentine;14:10:00; WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:29:43 +0000 2024;Jarrahdale;14:29:00; WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:29:43 +0000 2024;Darling Downs;14:29:00; WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:29:43 +0000 2024;Serpentine;14:29:00; WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:34:06 +0000 2024;Jarrahdale;14:34:00; ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:34:06 +0000 2024;Darling Downs;14:34:00; ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 06:34:06 +0000 2024;Serpentine;14:34:00; ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 07:38:47 +0000 2024;Jarrahdale;15:38:00; ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 07:38:47 +0000 2024;Darling Downs;15:38:00; ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 07:38:47 +0000 2024;Serpentine;15:38:00; ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 11:53:38 +0000 2024;Jarrahdale;19:53:00; BURNT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 11:53:38 +0000 2024;Darling Downs;19:53:00; BURNT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 01 11:53:38 +0000 2024;Serpentine;19:53:00; BURNT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE
